"Date","Transaction type","Order ID","Product Details","Total product charges","Total promotional rebates","Amazon fees","Other","Total (GBP)"
"29/06/2024","Order Payment","204-7305257-3293956","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-7.57","4","16.42"
"29/06/2024","Order Payment","203-9024579-7776339","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"29/06/2024","Order Payment","204-3751335-8665122","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"29/06/2024","Order Payment","204-5056620-6797103","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"29/06/2024","Order Payment","206-5941329-8357169","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"29/06/2024","Order Payment","026-2858490-0265169","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"29/06/2024","Order Payment","204-3454370-2125917","BUCKHEAD Unisex Casual Sneakers for Wome...","19.27","0","-9.19","3.85","13.93"
"29/06/2024","Order Payment","203-7715650-4543546","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"29/06/2024","Order Payment","203-3790095-6798717","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","8.16","25.63"
"29/06/2024","Order Payment","205-0350160-6998726","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"29/06/2024","Refund","026-0601945-5574714","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","5.19","-6.91","-30.04"
"29/06/2024","Service Fees","203-0643573-0164346","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"29/06/2024","Service Fees","203-0643573-0164346","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"29/06/2024","Service Fees","202-1470702-5273926","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"28/06/2024","Order Payment","026-4772351-5360335","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","0","-9.32","4","14.67"
"28/06/2024","Order Payment","203-5455960-9432320","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"28/06/2024","Order Payment","205-9175683-4533160","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"28/06/2024","Order Payment","205-6304526-3563513","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"28/06/2024","Order Payment","206-3780440-7327552","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-3.66","-10.33","5.93","20.26"
"28/06/2024","Order Payment","205-4710799-9899540","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-11.68","6.67","23.31"
"28/06/2024","Order Payment","203-0269279-0205167","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"28/06/2024","Order Payment","204-3399800-6800339","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","0","-7.57","4","16.42"
"28/06/2024","Service Fees","---","Total Inbound Transportation Fees","0","0","0","-28.08","-28.08"
"28/06/2024","Order Payment","202-9894689-5801965","BUCKHEAD Boston Casual Men Sneakers (Gre...","19.99","0","-9.32","4","14.67"
"28/06/2024","Order Payment","206-9142924-4701118","BUCKHEAD Boston Casual Men Sneakers (Bla...","56.64","0","-21.7","11.34","46.28"
"28/06/2024","Refund","205-0021127-7157102","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"28/06/2024","Order Payment","203-8483155-8003514","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"28/06/2024","Service Fees","205-6848000-8737161","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"28/06/2024","Other","---","Other","0","0","0","-20.47","-20.47"
"27/06/2024","Order Payment","206-5731353-7157949","BUCKHEAD Unisex Casual Sneakers (White, ...","19.99","0","-9.29","4","14.7"
"27/06/2024","Order Payment","204-9380528-5572352","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"27/06/2024","Order Payment","205-9582615-5940341","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"27/06/2024","Order Payment","204-8304243-5253114","BUCKHEAD Boston Casual Men Sneakers (Gre...","19.99","0","-7.57","4","16.42"
"27/06/2024","Order Payment","202-0002734-0830720","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"27/06/2024","Order Payment","026-9105557-0453966","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"27/06/2024","Order Payment","026-8372199-4886737","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"27/06/2024","Order Payment","026-0967265-2514764","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"27/06/2024","Order Payment","203-4782672-4571556","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"27/06/2024","Order Payment","203-7745132-5969112","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"27/06/2024","Refund","203-8356957-1757144","BUCKHEAD Boston Casual Men Sneakers (Whi...","-19.99","0","2.94","-4","-21.05"
"27/06/2024","Order Payment","206-2523386-2329902","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-13.34","8.66","23.64"
"27/06/2024","Order Payment","202-2631367-6841117","BeeGee Extra Comfortable Women Walking T...","17.92","0","-11.35","8.57","15.14"
"27/06/2024","Service Fees","204-3274580-9795523","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.95","0","-1.95"
"27/06/2024","Refund","203-2198014-4860302","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"27/06/2024","Refund","202-1419507-0606718","BUCKHEAD Boston Casual Men Sneakers (Whi...","-26.66","0.47","3.91","-5.8","-28.08"
"27/06/2024","Order Payment","204-7540975-7369149","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"26/06/2024","Order Payment","204-8342572-2113143","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","026-0086258-2196345","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","206-7772522-5605115","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","0","-7.25","4","16.74"
"26/06/2024","Order Payment","205-1357656-5620336","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","026-9473635-4839551","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"26/06/2024","Order Payment","203-0898170-8588353","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","202-1835433-8283564","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-2.83","-10.33","5.1","20.26"
"26/06/2024","Order Payment","203-7172581-5971566","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-8.78","7.33","25.21"
"26/06/2024","Order Payment","026-1746832-8835518","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.92","8.16","23.56"
"26/06/2024","Order Payment","204-9470870-1730768","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","204-2809779-9728312","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","205-2787164-8701917","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","205-9730809-8900334","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-0.56","-10.85","6.23","23.14"
"26/06/2024","Order Payment","026-5291918-0204363","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Order Payment","026-0601945-5574714","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-11.88","6.91","23.35"
"26/06/2024","Order Payment","204-7434736-5243543","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Service Fees","---","Cost of Advertising","0","0","-610.51","0","-610.51"
"26/06/2024","Order Payment","204-6325909-4580341","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.23","7.33","23.42"
"26/06/2024","Order Payment","205-1322199-7161960","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Service Fees","026-9965681-5187569","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"26/06/2024","Order Payment","206-4845063-8685947","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","-1.66","-9.32","5.66","14.67"
"26/06/2024","Order Payment","026-7145255-4472350","BUCKHEAD Boston Casual Men Sneakers (Bla...","48.31","0","-20.17","9.67","37.81"
"26/06/2024","Order Payment","204-4239037-1504362","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"26/06/2024","Order Payment","204-8097139-1455514","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"26/06/2024","Order Payment","205-4399913-5949130","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"26/06/2024","Other","202-6419272-5533929","FBA Inventory Reimbursement","0","0","0","17.47","17.47"
"26/06/2024","Order Payment","202-0519162-5039566","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"25/06/2024","Order Payment","026-7618115-6823517","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"25/06/2024","Order Payment","206-9671373-6762706","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"25/06/2024","Order Payment","202-4811779-5605914","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","0","-9.32","4","14.67"
"25/06/2024","Order Payment","202-9229172-7031519","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"25/06/2024","Order Payment","205-5515567-9277132","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"25/06/2024","Order Payment","202-0222064-1517166","BUCKHEAD Boston Casual Men Sneakers (Gre...","19.99","0","-9.32","4","14.67"
"25/06/2024","Order Payment","205-6565189-7616308","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.93","8.17","23.56"
"25/06/2024","Order Payment","203-8356957-1757144","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"25/06/2024","Order Payment","205-0021127-7157102","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"25/06/2024","Order Payment","206-0151489-9326746","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-13.26","10.66","25.72"
"25/06/2024","Service Fees","026-5879979-9413915","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"25/06/2024","Service Fees","202-1867937-3482719","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"25/06/2024","Order Payment","202-7491208-7385147","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"25/06/2024","Refund","203-2091284-6035510","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"25/06/2024","Order Payment","204-0584249-0567503","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.25","-10.85","6.92","23.14"
"25/06/2024","Order Payment","206-2418739-2920304","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"25/06/2024","Service Fees","204-1113151-3389157","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"25/06/2024","Service Fees","202-7898925-2287503","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"24/06/2024","Order Payment","205-0756584-1129137","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"24/06/2024","Order Payment","204-9606669-7925108","BUCKHEAD Boston Casual Men Sneakers (Gre...","19.99","0","-7.57","4","16.42"
"24/06/2024","Order Payment","202-4297023-4306706","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.16","7.33","25.49"
"24/06/2024","Order Payment","202-2348927-9117135","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"24/06/2024","Order Payment","203-3678216-6279549","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"24/06/2024","Order Payment","205-8063852-0380350","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"24/06/2024","Order Payment","203-2195802-5183514","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"24/06/2024","Order Payment","205-7054945-4926750","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","-0.82","-9.32","4.82","14.67"
"24/06/2024","Order Payment","206-2110912-5025921","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"24/06/2024","Order Payment","206-8209559-5690715","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"24/06/2024","Order Payment","026-4406860-5781914","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-14.4","9.99","20.58"
"24/06/2024","Order Payment","205-8181883-3673124","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"24/06/2024","Order Payment","205-4605348-3771547","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-9.1","7.33","24.89"
"24/06/2024","Order Payment","202-4904884-0880306","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","0","-9.32","4","14.67"
"24/06/2024","Service Fees","202-9643371-0310730","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.95","0","-1.95"
"24/06/2024","Order Payment","026-6357868-9606716","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"24/06/2024","Order Payment","205-2482983-9934729","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"24/06/2024","Order Payment","026-4526109-3093934","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-7.57","4","16.42"
"24/06/2024","Order Payment","026-6770766-6050758","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-11.68","6.67","23.31"
"24/06/2024","Order Payment","204-4533191-6314733","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"24/06/2024","Order Payment","206-6917738-6941105","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"24/06/2024","Order Payment","203-3729294-4392361","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-0.15","-10.85","5.82","23.14"
"24/06/2024","Refund","203-3432660-3641150","BUCKHEAD Unisex Casual Sneakers for Wome...","-24.08","0","3.54","-4.82","-25.36"
"24/06/2024","Order Payment","026-8588633-2481155","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"24/06/2024","Refund","026-7390744-6325968","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","3.74","4.16","-9.41","-29.83"
"24/06/2024","Order Payment","206-0541492-7045156","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"24/06/2024","Service Fees","204-3905230-1141100","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"23/06/2024","Order Payment","206-6958147-0005102","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"23/06/2024","Order Payment","202-9724172-3073939","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","0","-7.57","4","16.42"
"23/06/2024","Order Payment","026-0161943-2681942","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"23/06/2024","Order Payment","202-1340446-8333943","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"23/06/2024","Order Payment","202-1069882-5841125","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"23/06/2024","Order Payment","203-5976431-1127500","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"23/06/2024","Order Payment","203-1094871-2582758","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-8.78","7.33","25.21"
"23/06/2024","Order Payment","203-6855599-7736304","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"23/06/2024","Service Fees","203-9046938-8777109","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"23/06/2024","Order Payment","202-5241362-2491543","BeeGee Extra Comfortable Women Walking T...","17.92","0","-11.03","8.57","15.46"
"23/06/2024","Order Payment","026-3368284-9202739","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"23/06/2024","Service Fees","202-0604028-7964300","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"22/06/2024","Order Payment","026-4009446-2191520","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"22/06/2024","Order Payment","026-8039777-0425118","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"22/06/2024","Order Payment","202-0462764-9859508","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"22/06/2024","Order Payment","026-8673392-6217106","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-0.82","-10.85","6.49","23.14"
"22/06/2024","Order Payment","202-3711501-5775551","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-13.34","8.66","23.64"
"22/06/2024","Order Payment","202-1959577-1449924","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"22/06/2024","Order Payment","026-2118595-3073164","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"22/06/2024","Order Payment","204-8358461-1132318","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"22/06/2024","Order Payment","205-0570080-9589107","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"22/06/2024","Refund","203-0643573-0164346","BUCKHEAD Boston Casual Men Sneakers (Whi...","-49.98","3.74","7.34","-13.74","-52.64"
"22/06/2024","Service Fees","202-9349185-1988325","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.79","0","-1.79"
"22/06/2024","Order Payment","204-1522326-6127551","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"22/06/2024","Order Payment","026-0567439-0947557","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","-1.66","-9.32","5.66","14.67"
"21/06/2024","Service Fees","---","FBA Long-Term Storage Fee","0","0","0","-22.33","-22.33"
"21/06/2024","Order Payment","204-1862359-1843522","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-4.49","-10.33","6.76","20.26"
"21/06/2024","Order Payment","026-4849228-8040317","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-3.74","-8.78","9.41","25.21"
"21/06/2024","Order Payment","204-6403102-5563542","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-3.66","-10.33","5.93","20.26"
"21/06/2024","Order Payment","204-6631361-3317930","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"21/06/2024","Order Payment","026-4901252-7040335","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"21/06/2024","Order Payment","205-7167231-4862722","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"21/06/2024","Order Payment","026-7390744-6325968","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-3.74","-10.85","9.41","23.14"
"21/06/2024","Order Payment","206-0129158-6242759","BUCKHEAD Unisex Casual Sneakers (White, ...","19.99","0","-9.32","4","14.67"
"21/06/2024","Order Payment","204-1794376-8523543","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","-0.83","-9.17","3.83","13.82"
"21/06/2024","Order Payment","206-3910053-5322715","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.93","8.17","23.56"
"21/06/2024","Order Payment","202-2554967-3689904","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"21/06/2024","Order Payment","026-0540771-1185124","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"21/06/2024","Service Fees","202-4542721-1445951","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"21/06/2024","Refund","202-7480124-0706716","BUCKHEAD Boston Casual Men Sneakers (Whi...","-26.66","0","3.91","-5.33","-28.08"
"21/06/2024","Refund","205-6848000-8737161","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"21/06/2024","Order Payment","205-4635801-9817954","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-9.1","7.33","24.89"
"21/06/2024","Order Payment","206-8797923-3039550","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","0","17.47"
"21/06/2024","Order Payment","204-9814663-2361945","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"21/06/2024","Refund","202-1470702-5273926","BUCKHEAD Unisex Casual Sneakers for Wome...","-19.27","0","2.83","-3.85","-20.29"
"21/06/2024","Order Payment","205-3040010-7637931","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"21/06/2024","Order retrocharge","202-6473923-3135542","Order retrocharge","0","0","0","5.33","5.33"
"20/06/2024","Service Fees","205-9962424-2186755","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.95","0","-1.95"
"20/06/2024","Order Payment","026-5098321-9646746","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.87","-10.85","7.54","23.14"
"20/06/2024","Order Payment","206-6396481-9774742","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"20/06/2024","Order Payment","202-8027129-7642712","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
